Abk;Name
Pur;Purbach am Neusiedlersee
Pur S11;Sbl Pur 1
Pur S12;Sbl Pur 1
Pu S11;Sbl Pu 1
Pu S12;Sbl Pu 1
Pus H1;Sölling
Pus H2;Saffen
Pus;Purgstall
Puw H1A;Achleitnersiedlung
Puw H1;Dürnberg
Puw;Puchenau West
Pwd;Preding-Wieselsdorf
Pw;St.Pölten-Fbf (in Pb)
Py;Bad Pirawarth
Pz F1;Lützowgasse (in Pz)
Pz U1;Üst Pz 1
Pz;Wien Penzing (in Pz)
R A1;AB (Awanst)
Ra;Bad Radkersburg
Rab H1;Steinklamm
Rab K1;Steinschal-Tradigist
Rab;Rabenstein N.Ö. (Gf)
Rad K1;Altenmarkt im Pongau (Awanst)
Rad;Radstadt
Raf H1;Glinzendorf
Raf;Raasdorf
Ran;Randegg
Rb H1;Stallegg
Rb H2;Kamegg
Rb;Rosenburg
Rd A2;AB (Awanst)
Rd A3;AB (Awanst)
Rd A4;AB (Awanst)
Rd A5;AB (Awanst)
Rdf;Abzw Knoten Radfeld
Rdf H1;Rattenberg-Kramsach
Rdf S11;Sbl Rdf 1
Rdf S81;Sbl Rdf 1N
Rdf S83;Sbl Rdf 2N
Rdf S84;Sbl Rdf 2N
Rdf S85;Sbl Rdf 3N
Rdf S86;Sbl Rdf 3N
Rdf S87;Sbl Rdf 4N
Rdf S88;Sbl Rdf 4N
Rdf S90;Sbl Rdf 5N
Rdf U2;Üst Rdf 2
Rd H1M;Bad Ried
Rd H2M;Aurolzmünster
Rd H3;Neuratting
Rd;Ried im Innkreis
Re A1;AB (Awanst)
Reg H1;Wildungsmauer
Reg;Regelsbrunn
Rei H1;Großraming Kraftwerk
Rei H2;Großraming
Rei H3;Küpfern Haltestelle (in Kun)
Rei;Reichraming
Rei S11;Sbl Rei 1
Rei S12;Sbl Rei 1
Ren;Rennweg (in Nw)
Re;Reith
Ret;Rettenbach
Rf H1;Pfarrwerfen
Rf S11;Sbl Rf 1
Rf S12;Sbl Rf 1
Rf S21;Sbl Rf 2
Rf S22;Sbl Rf 2
Rf;Werfen
Rg H1K;Pürgg
R G;Staatsgrenze nächst Retz
Rg;Stainach-Irdning
R H1H;Unterretzbach
Rh;Ramingdorf-Haidershofen (in Stb)
Ri H1;Zell a.d.Pram
Ri;Riedau
Ri S11;Sbl Ri 1
Ri S12;Sbl Ri 1
Ri S31;Sbl Ri 3
Ri S32;Sbl Ri 3
Ri U2;Üst Ri 2
Rk A1;AB (Awanst)
Rk H1;Sulz-Röthis
Rk K1;Klaus in Vorarlberg (Awanst)
Rk;Rankweil
Rk S11;Sbl Rk 1
Rk S12;Sbl Rk 1
Rm H1;Stadt Rottenmann (in Rm)
Rm;Rottenmann (in Rm)
Rm S11;Sbl Rm 1
Rm S12;Sbl Rm 1
Rn G;Staatsgrenze nächst Rosenbach
Rn;Rosenbach
Ro A1;AB (Awanst)
Rob;Rohrbach-Berg
Rog A1;AB
Rog H1;Lacken
Rog H2;Gerling OÖ
Rog;Rottenegg
Ro H1;Ferndorf
Ro H2;Markt Paternion
Roh;Knoten Rohr (in Roh)
Roh S11;Sbl Roh 1
Roh S12;Sbl Roh 1
Roh S21;Sbl Roh 2
Roh S22;Sbl Roh 2
Roh S41;Sbl Roh 4
Roh S42;Sbl Roh 4
Roh S51;Sbl Roh 5
Roh S52;Sbl Roh 5
Roh S71;Sbl Roh 7
Roh S72;Sbl Roh 7
Roh S81;Sbl Roh 8
Roh S82;Sbl Roh 8
Roh U3;Üst Roh 3
Roh U6;Üst Roh 6
Roh W1;Abzww Knoten Rohr Ost (in Roh)
Roh W2;Abzww Knoten Rohr West (in Roh)
Rop;Roppen
Ro;Rothenthurn
Ror;Rohrbach a.d.Gölsen
Ro S12;Sbl Ro 1
Ro S91;Sbl Ro 1
R;Retz
Rr;Rohr-Bad Hall
Rt H1;Pflach
Rt H2;Musau
Rt H3;Ulrichsbrücke-Füssen
Rt;Reutte in Tirol
Rue;Rückersdorf-Harmannsdorf
Ru H1;Villach Landskron
Rut;Rutzing
Rut S11;Sbl Rut 1
Rut S12;Sbl Rut 1
Ru;Villach St.Ruprecht
Rv;Rohrbach-Vorau
Rw H1;Eichgraben-Altlengbach
Rw;Rekawinkel
Rw S11;Sbl Rw 1
Rw S12;Sbl Rw 1
Rzn H1;Ehrenhausen
Rzn;Retznei
Rz;Redl-Zipf
Saa H1;Leogang-Steinberge
Saa H2;Leogang
Saa H3;Hst außer Betrieb
Saa S11;Sbl Saa 1
Saa S12;Sbl Saa 1
Saa S31;Sbl Saa 3
Saa S32;Sbl Saa 3
Saa;Saalfelden
Saa U2;Üst Saa 2
Sad;Sattledt
Saf H1;Annenheim
Saf;Sattendorf
Sag H1;Schützen Haltestelle
Sag H2;Donnerskirchen
Sag;Schützen am Gebirge
Sah H1;Geiselbergstraße (in Sah)
Sah;Simmering Aspangbahn (in Sah)
San;Sarmingstein
Sas S11;Sbl Sas 1
Sas S12;Sbl Sas 1
Sas;Schwanenstadt
Sau;Bad Sauerbrunn
Sau H1;Wiesen-Sigleß
Sau H2;Mattersburg Nord (in Mr)
Saz;St. Andrä am Zicksee
Sba;Salzburg Aiglhof (in Sb)
Sbb;Steinbachbrücke
Sbe;Salzburg Taxham Europark (in Sb)
Sbf;Salzburg Hbf-Glanbachbrücke (in Sb)
Sb G;Staatsgrenze nächst Liefering
Sbj;Salzburg Mülln-Altstadt (in Sb)
Sbk H1;Zöbing
Sbk;Schönberg am Kamp
Sbl A1;AB (Awanst)
Sbl H1;Untersiebenbrunn
Sbl;Siebenbrunn-Leopoldsdorf
Sbm H1;Salzburg Sam (in Sb)
Sbm;Salzburg-Mitte (in Sb)
Sb;Salzburg Hbf (in Sb)
Sbs;Scheibbs
Sbw H1;Steyr Münichholz (in Stb)
Sbw;Steyr-BMW Werk (in Stb)
Sc A1;AB (Awanst)
Scb;Schauersberg
Sce;Schärding Einfahrbf (in Sch)
Scg;Schärding Granitwerk (in Sch)
Sc G;Staatsgrenze nächst Sillian
Sc H1;Versciaco/Vierschach
Sc H3;Weitlanbrunn
Sch G;Staatsgrenze nächst Schärding
Sch H1;Wernstein
Sch S11;Sbl Sch 1
Sch S12;Sbl Sch 1
Sch S21;Sbl Sch 2
Sch S22;Sbl Sch 2
Sch S41;Sbl Sch 4
Sch S42;Sbl Sch 4
Sch S51;Sbl Sch 5
Sch S52;Sbl Sch 5
Sch;Schärding (in Sch)
Sch U3;Üst Sch 3
Sc;San Candido/Innichen
Scs;Schärding Süd (in Sch)
Scs W1;Abzww Str 20602 (in Sch)
Sdf;Wien Strebersdorf (in F)
Sdg;Schladming
Sd G;Staatsgrenze nächst Spielfeld-Straß
Sd H1;Schwarza
Sd H2;Lichendorf
Sdn;Stadlau-Nord (in St)
Sd;Spielfeld-Straß
Seb H1;Bad Waltersdorf
Seb H3;Bad Blumau
Seb;Sebersdorf
See H1;Eugendorf
See S11;Sbl See 1
See S12;Sbl See 1
See;Seekirchen am Wallersee
Sei H1;Kammern
Sei S11;Sbl Sei 1
Sei S12;Sbl Sei 1
Sei;Seiz
Sej;Sentilj
Sem H1;Steinhaus
Sem S11;Sbl Sem 1
Sem S12;Sbl Sem 1
Sem;Semmering (in Sem)
Sen;Strengen
Ses H1;Gleißenfeld
Ses;Seebenstein
Set H1;Hst außer Betrieb
Set K1;Gießenbach
Set;Seefeld in Tirol
Seu;Semmering Unterwerk (in Sem)
Sfl H1;Breitensee N.Ö.
Sfl;Schönfeld-Lassee
Sf;Scheifling
Sfs;Schäffernsteg
Sge H1;St.Georgen a.d.Gusen Haltestelle
Sge;St.Georgen a.d.Gusen
Sgg;Graz Straßgang
Sg;Grillgasse (in Zur)
Sgk A1;AB (Awanst)
Sgk H1;Petersbaumgarten
Sgk;Scheiblingkirchen-Warth
Sgp H1;Abschlag Fassldorf
Sgp H2;Betriebs-Hst
Sgp H3;Bruderndorf
Sgp;Steinbach-Groß Pertholz
Sh H1H;Breiteneich bei Horn
Shr H1;Lilienfeld Krankenhaus
Shr;Schrambach
Sh S11;Sbl Sh 1
Sh S12;Sbl Sh 1
Sh;Sigmundsherberg
Sie;Groß Sierning (in Roh)
Si H1;Höbersdorf
Si H2;Schönborn-Mallebarn
Sil A1;AB (Awanst)
Sil H1H;Heinfels
Sil H2;Tassenbach
Sil;Sillian
Sim;Hasenleiten (in El)
Sin;Sinnersdorf
Si S11;Sbl Si 1
Si S12;Sbl Si 1
Si;Sierndorf
Siz H1;Haiming
Siz S11;Sbl Siz 1
Siz S12;Sbl Siz 1
Siz;Silz
Sk A1;AB
Sk E2;EK km 19,682
Sk L1;Wang Lst
Skn;Stöcken
Sk;Steinakirchen/F.
Slf A1;AB
Slf H1;Heilbad Burgwies
Slf H2;Burk
Slf;Stuhlfelden
Sln;Selzthal-Nord (in Sl)
Sl;Selzthal (in Sl)
Sls;Selzthal-Süd (in Sl)
Slz;Sulzbachtäler
Smk H1;Köppling
Smk;Söding-Mooskirchen
Smr G;Staatsgrenze nächst Summerau
Smr;Summerau
Sm;Simbach (Inn)
Sms;St.Martin-Sittich
Snb H1;Hautzendorf
Snb H2;Niederkreuzstetten
Snb S11;Sbl Snb 1
Snb S12;Sbl Snb 1
Snb;Schleinbach
Sng;Steyrling
Sns;Abzw Knoten Stans
Sns H1;Stans
Sns S11;Sbl Sns 1
Sns S21;Sbl Sns 2
Sns S22;Sbl Sns 2
Sns S81;Sbl Sns 1N
Sns S83;Sbl Sns 2N
Sns S84;Sbl Sns 2N
Sns S85;Sbl Sns 3N
Sns S86;Sbl Sns 3N
Sns S87;Sbl Sns 4N
Sns S88;Sbl Sns 4N
Sns S89;Sbl Sns 5N
Sns S90;Sbl Sns 5N
Snz G;Staatsgrenze nächst Scharnitz
Snz;Scharnitz
Sop;Sopron (in Sop)
Sor;Sopron Rendezö pu
Sos;Steindorf am Ossiachersee
Sot;Sopron Terminal
Sou H2;Hatzendorf
Sou;Söchau
Spa H1;St.Paul Bad
Spa H2;Granitztal
Spa;St.Paul
Spi;Spital am Pyhrn
Spr H1;Hst außer Betrieb
Spr H2;St.Pölten-Porschestraße
Spr;Spratzern
Sp S11;Sbl Sp 1
Sp S12;Sbl Sp 1
Sps S11;Sbl Sps 1
Sps S12;Sbl Sps 1
Sps;Spital am Semmering
Sp;St.Peter-Seitenstetten (in Sp)
Sp W1;Abzww St.Peter-Seitenstetten Ost (in Sp)
Spw;Abzw Knoten St.Peter-Seitenstetten West
Spw H1;St.Johann-Weistrach
Spw H2;Stadt Haag
Spw S11;Sbl Spw 1
Spw S12;Sbl Spw 1
Spw S21;Sbl Spw 2
Spw S22;Sbl Spw 2
Spw S31;Sbl Spw 3
Spw S32;Sbl Spw 3
Spw S41;Sbl Spw 4
Spw S42;Sbl Spw 4
Spw S51;Sbl Spw 5
Spw S52;Sbl Spw 5
Spw S91;Sbl Spw 11
Spw S92;Sbl Spw 11
Spw S93;Sbl Spw 12
Spw S94;Sbl Spw 12
Spw S97;Sbl Spw 14
Spw S98;Sbl Spw 14
Spw U95;Üst Spw 13
Srb;Schlierbach
Sre;Salzburg Gnigl-Einfgr (in Sb)
Sr H1;Salzburg Gnigl (in Sb)
Sr H2;Salzburg Parsch
Sr;Salzburg Gnigl-Vbf (in Sb)
Srs;Schruns
Ss A1;AB (Awanst)
S;Satov
Ssl;St.Stefan im Lavanttal
Ssm H1;Kothmühle
Ssm;Scharnstein-Mühldorf
Ssn H1;Lendorf
Ssn;Möllbrücke-Sachsenburg
Ss;Schönwies
Ssv H1;Görtschach-Förolach
Ssv H2;Pressegger See
Ssv H3;Vellach-Khünburg
Ssv S11;Sbl Ssv 1
Ssv S11;Sbl Ssv 1
Ssv;St.Stefan-Vorderberg
Ss Z1;Abzw Ss 1
St A1S;AB (Awanst)
Sta A1;AB
Sta A2;AB
Sta E1;EK km 7,826
Sta G;Streckenende 16201 nächst Wöllersdorf
Stb;Steyr (in Stb)
Stc;Wien Hirschstetten (in St)
Std;Steinfeld im Drautal
Ste;Stetten
Stf H1;Herzogenburg-Wielandsthal (in Ho)
Stf;Statzendorf
Stg;Steeg-Gosau
Sth A1;AB
Sth H1;Oberhart
Sth;Steinhaus bei Wels
Sti G;Staatsgrenze nächst Steinach in Tirol
Sti H1;St.Jodok
Sti K1;Gries (Awanst)
Sti S31;Sbl Sti 3
Sti S32;Sbl Sti 3
Sti;Steinach in Tirol
Sti U1;Üst Sti 1
Sti U2;Üst Sti 2
Sti Z4;Abzw Sti 4
Stk;Wien Erzherzog Karl-Straße (in St)
Stl;Bruck a.d.Mur-Stadtwald (in Bm)
Stm;Steyrermühl
Stn;Stiefern
Stp G;Grenze ÖBB-STH Km 3,777
Stp;Stadl-Paura
Str H1;Silberwald
Str S12;Sbl Str 1
Str S21;Sbl Str 2
Str S22;Sbl Str 2
Str S91;Sbl Str 1
Str;Strasshof (in Str)
Sts H1;Mötz
Sts;Stams
St;Stadlau Fbf (in St)
Stt S11;Sbl Stt 1
Stt S12;Sbl Stt 1
Stt;Spittal-Millstättersee
Stu A1;AB (Awanst)
Stu H1;Rohr
Stu H2;Gniebing
Stu;Studenzen-Fladnitz
Stv;St.Veit a.d.Glan-Süd (in Vps)
St W1;Abzww Str 11701 (in St)
Stw;Straßwalchen
Sty;Wien Aspern Nord (in St)
Sue S11;Sbl Sue 1
Sue S12;Sbl Sue 1
Sue S21;Sbl Sue 2
Sue S22;Sbl Sue 2
Sue W1;Abzww Süßenbrunn-West (in Sue)
Sue W2;Abzww Süßenbrunn-Nord (in Sue)
Sue W3;Abzww Süßenbrunn-Ost (in Sue)
Sue;Wien Süßenbrunn (in Sue)
Su H1;Ober Olberndorf
Sum;Wien Süßenbrunn-Mitte (in Sue)
Sun;Stockerau Nord (in Su)
Su;Stockerau (in Su)
Suw;Wien Süßenbrunn-West (in Sue)
Sv A1;AB (Awanst)
Sve;St.Valentin-Ennskanalbrücke (in Sv)
Sv H1E;Herzograd
Sv H1;Ennsdorf
Sv S11;Sbl Sv 1
Sv S12;Sbl Sv 1
Sv S13;Sbl Sv 1E
Sv S14;Sbl Sv 1E
Sv S21;Sbl Sv 2
Sv S22;Sbl Sv 2
Sv S41;Sbl Sv 4
Sv S42;Sbl Sv 4
Sv S51;Sbl Sv 5
Sv S52;Sbl Sv 5
Sv S93;Sbl Sv 12
Sv S94;Sbl Sv 12
Sv;St.Valentin (in Sv)
Sv U3;Üst Sv 3
Sv Z91;Abzw Sv 11
Swa S11;Sbl Swa 1W
Swa S12;Sbl Swa 1W
Swa S91;Sbl Swa 1T
Swa S92;Sbl Swa 1T
Swa;Schwarzach-St.Veit
Swb A1;AB (Awanst)
Swb;Schwertberg
Sw H1H;Pill-Vomperbach
Sw H2;Terfens-Weer
Swp;Schwarzenbach/P. (Gf)
Sw S11;Sbl Sw 1
Sw S12;Sbl Sw 1
Sw S41;Sbl Sw 4
Sw S42;Sbl Sw 4
Sw;Schwaz
Sw U2;Üst Sw 2
Sw U3;Üst Sw 3
Swu G;Streckenende 17601 nächst Schwarzenau
Swu H1Z;Hst außer Betrieb
Swu L1;Bernschlag Lst
Swu;Schwarzenau
Sy H1;Pulgarn
Sy S11;Sbl Sy 1
Sy S12;Sbl Sy 1
Sy;Steyregg
Ta H1;Gries im Pinzgau
Tak H1;Hst außer Betrieb
Tak;Takern-St.Margarethen
Tam Z9;Niederwölz
Ta S11;Sbl Ta 1
Ta S12;Sbl Ta 1
Tas;Tainach-Stein
Tat A1A;AB (Awanst)
Tat A1;AB (Awanst)
Tat A2;AB (Awanst)
Ta;Taxenbach-Rauris
Tat H1;Teesdorf
Tat;Tattendorf (Gf)
Tau H1;Pinggau Markt
Tau;Tauchen-Schaueregg
Tb A1;AB (Awanst)
Tb S11;Sbl Tb 1
Tb S12;Sbl Tb 1
Tb S21;Sbl Tb 2
Tb S22;Sbl Tb 2
Tb;Trieben
Tbv;Tarvisio Boscoverde
Te H1;Trattenbach
Tel H1;St.Georgen ob Judenburg
Tel S11;Sbl Tel 1
Tel S12;Sbl Tel 1
Tel;Thalheim-Pöls
Te;Ternberg
Tf;Berndorf Fabrik
Tfd H1;Michelhausen
Tfd H2;Atzenbrugg
Tfd S11;Sbl Tfd 1
Tfd S12;Sbl Tfd 1
Tfd S31;Sbl Tfd 3
Tfd S32;Sbl Tfd 3
Tfd S81;Sbl Tfd 21
Tfd S82;Sbl Tfd 21
Tfd S83;Sbl Tfd 22
Tfd S84;Sbl Tfd 22
Tfd;Tullnerfeld (in Tfd)
Tfd U2;Üst Tfd 2
Tfd U4;Üst Tfd 4
Tf H1;Berndorf Stadt
Tfn;Tullnerfeld-Nord (in Tfd)
Tfo;Tullnerfeld-Ost (in Tfd)
T H1;Ansfelden
Th G;Staatsgrenze nächst Thörl-Maglern
Th;Thörl-Maglern
Ti A1;AB
Ti H1;Ober Waltersdorf
Tih H1H;Areitbahn
Tih H1;Kitzsteinhornstraße
Tih H2;Bruckberg
Tih H3;Zellermoos
Tih;Tischlerhäusl
Ti K1;Trumau
Ti;Traiskirchen Aspangbahn
Tk;Traunkirchen
Tl;Thal
Tm H1;Neukirchen-Gampern
Tm S11;Sbl Tm 1
Tm S12;Sbl Tm 1
Tm;Timelkam
Tn H1;Pottschach
Tn S11;Sbl Tn 1
Tn S12;Sbl Tn 1
Tn;Ternitz
To G;Staatsgrenze nächst Tosters
To H1;Tisis
To;Tosters (in To)
Tow;Tosters-West (in To)
Tp;Taufkirchen a d Pram
Tra H1;Getzersdorf
Tra H2;Herzogenburg Stadt
Tra S11;Sbl Tra 1
Tra S12;Sbl Tra 1
Tra;Traismauer
Tr H1;Kappel am Krappfeld
Tr H2;Passering
Trn H1;Hst außer Betrieb
Trn H2;Hst außer Betrieb
Trn H3;Kreisbach
Trn;Traisen
Tro;Trofaiach
Tr S11;Sbl Tr 1
Tr S12;Sbl Tr 1
Tr S21;Sbl Tr 2
Tr S22;Sbl Tr 2
Tr;Treibach-Althofen
Ts H1;Rietz
Ts S11;Sbl Ts 1
Ts S12;Sbl Ts 1
Ts;Telfs-Pfaffenhofen
T;Traun (in T)
Tub;Tulln-Donaubrücke (in Tu)
Tue H2;Moosbach
Tu S11;Sbl Tu 1
Tu S12;Sbl Tu 1
Tus;Tulln Stadt (in Tu)
Tu;Tulln an der Donau (in Tu)
T W1;Abzww Traun Nord (in T)
T W2;Abzww Traun Süd (in T)
T W3;Abzww Traun West (in T)
Tx;Traxenbichl
Ub;Wien Donauuferbf (in Wv)
Ue;Bruck a.d.Mur-Übelstein (in Bm)
Ueb;Übelbach
Uf H1;Puchenau
Uf;Linz Urfahr
Uh A1;AB
Uh;Unterhart
Ul A1;AB (Awanst)
Ul A2;AB (Awanst)
Ul H1;Kröllendorf
Ul;Ulmerfeld-Hausmening
Um;Unzmarkt
Up H1;Purkersdorf Zentrum
Up H2;Unter Tullnerbach
Up S11;Sbl Up 1
Up S12;Sbl Up 1
Up S31;Sbl Up 3
Up S32;Sbl Up 3
Up U2;Üst Up 2
Up;Unter Purkersdorf
Ur A1;AB (Awanst)
Ur;Bruck a.d.Leitha Fbf (in Bl)
Us H1;Hard-Fussach
Us;Lustenau
Ut H1;Pirtendorf
Ut;Uttendorf-Stubachtal
Uz;Pusarnitz (in Uz)
Uz S11;Sbl Uz 1
Uz S12;Sbl Uz 1
Uzs;Pusarnitz-Süd (in Uz)
Uz W1;Abzww Str 40701 (in Uz)
Va;Villach Süd Gvbf-Ausfgr (in Vsv)
Vba;Villach Hbf-Autoverladestelle (in Vb)
Vbd;Villach Hbf-Draubrücke (in Vb)
Vbo;Villach Hbf-Ostbf (in Vb)
Vb;Villach Hbf (in Vb)
Vel A1;AB (Awanst)
Vel H1;Lind-Rosegg
Vel S12;Sbl Vel 1
Vel S91;Sbl Vel 1
Vel;Velden am Wörthersee
Ve;Villach Süd Gvbf-Einfgr (in Vsv)
Vf H1;Villach Warmbad
Vf;Villach Westbf (in Vb)
Vg H1;Wiesenfeld-Schwarzenbach
Vg;St.Veit a.d.Gölsen
Vi G;Staatsgrenze nächst Vils
Vi H1A;Vils Stadt
Vi H2;Hst außer Betrieb
Vik;Viktring (in Kt)
Vit H1;Hirschbach
Vit;Vitis
Vi;Vils
Viw;Viechtwang
Vk H1;Oberthalheim-Timelkam
Vk;Vöcklabruck
Vk Z1;Abzw Vk 1
Vl H1;Kematen in Tirol
Vl S11;Sbl Vl 1
Vl S12;Sbl Vl 1
Vl;Völs
VLZ;Verkehrsleitzentrale
Vm;Vöcklamarkt
Vn A1;AB (Awanst)
Vn H1;St.Pölten Traisenpark
Vn;Viehofen
Vob A1;AB (Awanst)
Vob A2;AB (Awanst)
Vob K3;Bärnbach H-Lst
Vob;Voitsberg
Voi H2;Wilfling
Voi H3;Diensthubersiedlung
Voi;Voitsdorf
Vok;Völkermarkt-Kühnsdorf
Vo Z9;Vorchdorf-E.
Vps A1;AB (Awanst)
Vps H1;Glandorf
Vps S11;Sbl Vps 1
Vps S12;Sbl Vps 1
Vps S21;Sbl Vps 2
Vps S22;Sbl Vps 2
Vps;St.Veit a.d.Glan (in Vps)
Vs H2;Liebenfels Haltestelle
Vs;St.Veit a.d.Glan-West (in Vps)
Vsv;Villach Süd Gvbf (in Vsv)
Vu H1;Gödersdorf (in Vsv)
Vu H2;Finkenstein
Vu;Villach Süd Gvbf-Auen (in Vsv)
Vu W1;Abzww Villach Süd Gvbf-Ost (in Vsv)
Vw H2;Pöckau
Vw;Villach Süd Gvbf-West (in Vsv)
Waa;Wald am Arlberg
Wa;Bad Schallerbach-Wallern
Wac;Walchen im Pinzgau
Wag H1;Waldegg-Dürnbach
Wag;Waldegg
Wa H1;Schlüßlberg
Wah H1;Ternitzerhütte
Wah;Wasserstelle am Hengst
Wak H1;Nußbach
Wak S21;Sbl Wak 2
Wak S22;Sbl Wak 2
Wak U1;Üst Wak 1
Wak;Wartberg a.d.Krems
Wak Z3;Abzw Wak 3
Wal;Wallern im Burgenland
Wap H2;Lahnsiedlung
Wap;Wald im Pinzgau
War;Wartberg im Mürztal
Wa S21;Sbl Wa 2
Wa S22;Sbl Wa 2
Was H1;Treglwang
Was S11;Sbl Was 1
Was S12;Sbl Was 1
Was S31;Sbl Was 3
Was S32;Sbl Was 3
Was U2;Üst Was 2
Was;Wald am Schoberpaß
Wat;Knoten Wagram (in Wat)
Wat S11;Sbl Wat 11
Wat S12;Sbl Wat 11
Wat S13;Sbl Wat 1
Wat S14;Sbl Wat 1
Wat S33;Sbl Wat 3
Wat S34;Sbl Wat 3
Wat S43;Sbl Wat 4
Wat S44;Sbl Wat 4
Wat S53;Sbl Wat 5
Wat S54;Sbl Wat 5
Wat S63;Sbl Wat 6
Wat S64;Sbl Wat 6
Wat S83;Sbl Wat 8
Wat S84;Sbl Wat 8
Wat S95;Sbl Wat 21
Wat S96;Sbl Wat 21
Wat U2;Üst Wat 2
Wat U7;Üst Wat 7
Wat W1;Abzww Knoten Wagram Nord (in Wat)
Wat W2;Abzww Knoten Wagram Süd (in Wat)
Wa U1;Üst Wa 1
Wau;Waldhausen
Wbb;W.Mat.-Wienerbergbrücke (in Wbf)
Wbf H1;Simmering (in El)
Wbf H1S;Wien Matzleinsdorfer Platz (in Wbf)
Wbf H2;Wien Haidestraße (in El)
Wbf S11;Sbl Wbf 1
Wbf S12;Sbl Wbf 1
Wbf S21;Sbl Wbf 2
Wbf S22;Sbl Wbf 2
Wbf;Wien Hauptbahnhof (in Wbf)
Wd H1;St.Martin bei Traun
Wd;Linz Wegscheid
Web;Weissenbach-Neuhaus
Wed;Wetzleinsdorf
Wef;Weizelsdorf
Weg S11;Sbl Weg 1
Weg S12;Sbl Weg 1
Weg;Weißenbach-St.Gallen
Wei;Wels Vbf-Einfgr (in Wev)
Wek;Wels Vbf-Terminal (in Wev)
Wem;Weitersfeld a.d.Mur
Wen A1;AB (Awanst)
Wen A2;AB (Awanst)
Wen L1;Eppenstein Lst (Awanst)
Wen L2;Kathal Lst (Awanst)
Wen;Weißkirchen
We S11;Sbl We 1
We S12;Sbl We 1
We S21;Sbl We 2
We S22;Sbl We 2
We S91;Sbl We 1H
We S92;Sbl We 1H
We S93;Sbl We 2H
We S94;Sbl We 2H
Wet;Weitersfeld N.Ö.
Wev;Wels Vbf (in Wev)
We;Wels Hbf
Wew;Wies-Eibiswald
Wey H1;Kastenreith
Wey;Weyer
Wey Z1;Abzw Wey 1
Wez;Weiz
Wfg;Wien Franz-Josefs-Bf-Gürtelbrücke (in Wf)
Wf H1;Wien Spittelau (in Wf)
Wf;Wien Franz-Josefs-Bf (in Wf)
Wg;Deutsch Wagram
Wg H1;Helmahof
Wg H2;Strasshof Haltestelle (in Str)
Wgm;Pottenbrunn (in Wat)
Wg S21;Sbl Wg 2
Wg S22;Sbl Wg 2
Wg S91;Sbl Wg 1
Wg S92;Sbl Wg 1
Whf H1;Waidhofen a.d.Ybbs Schillerp.
Whf;Waidhofen a.d.Ybbs Lb (Gf)
Wh H1;Stadt Waidhofen a.d.Ybbs
Wh;Waidhofen a.d.Ybbs
Wie A1A;AB
Wie A1;AB
Wie A2A;AB
Wie H1;Mühling
Wie H2;Mühling-Plaika
Wie H3;Schauboden
Wie;Wieselburg a.d.Erlauf
Wif;Abzw Knoten Weitendorf
Wi H1;Lebring
Wi H2;Kaindorf a.d.Sulm
Wil H1A;Rothengrub
Wil H1;Unter Höflein
Wil;Willendorf
Win S11;Sbl Win 1
Win S12;Sbl Win 1
Win;Windischgarsten
Wi S21;Sbl Wi 2
Wi S22;Sbl Wi 2
Wit;Wittmannsdorf
Wi U3;Üst Wi 3
Wi;Wildon
Wi Z1;Abzw Wi 1
Wk;Groß Weikersdorf
Wk H1;Hst außer Betrieb
Wk S11;Sbl Wk 1
Wk S12;Sbl Wk 1
Wl A1;AB
Wl H1;Wels Messe (in Wl)
Wlh;Wien Lobau Hafen
Wl;Wels Lokalbahn (in Wl)
Wm H1;St.Georgen am Steinfelde
Wm H2;Hart-Wörth
Wm;Wilhelmsburg a.d.Traisen
Woe H1A;Wöllersdorf Marchgraben
Woe H2;Piesting Harzwerk
Woe;Wöllersdorf
Wof;Wolfsthal
Wog H1;Wolfsberg Reding
Wog S11;Sbl Wog 1
Wog S12;Sbl Wog 1
Wog;Wolfsberg
Wol H1;Ulrichskirchen
Wol;Wolkersdorf
Wo S11;Sbl Wo 1
Wo S12;Sbl Wo 1
Wo;Wolfurt (in Wo)
Wp H1;Pottendorf-Landegg
Wp S11;Sbl Wp 1
Wp S12;Sbl Wp 1
Wp;Wampersdorf
Wr A2;AB (Awanst)
Wra H1;Langfeld
Wra H2;Schöllbüchl
Wra K1;St.Martin bei Weitra (Awanst)
Wra;Weitra
Wr;Werndorf
W S12;Sbl W 1
W S92;Sbl W 1B
Wsp;Wien Hauptbahnhof Südtiroler Platz (in Wwb)
Ws;Wien Westbf (in Ws)
Wtf A1A;AB (Awanst)
Wt;Innsbruck Westbf (in I)
Wtn;Wörgl Hbf-Terminal Nord (in W)
Wts;Wörgl Hbf-Terminal Süd (in W)
Wtt H1;Gussendorf
Wtt;Wettmannstätten
Wtw;Wörgl West (in W)
Wue E1;EK km 21,922
Wue;Würnitz-Hetzmannsdorf
Wul G;Grenze ÖBB-ROeEE
Wul H1;Draßburg Hst
Wul H1H;Wulkaprodersdorf Haltestelle
Wul S11;Sbl Wul S11
Wul S12;Sbl Wul S12
Wul S21;Sbl Wul 2
Wul S22;Sbl Wul 2
Wul;Wulkaprodersdorf
Wvn;Wien Brigittenau-Nord (in Wv)
Wvs;Wien Brigittenau-Süd (in Wv)
Wv;Wien Brigittenau (in Wv)
Wwb U1;Üst Wwb 1
Wwb;Wien Quartier Belvedere (in Wwb)
W;Wörgl Hbf (in W)
W Z2;Abzw W 2
