Abk;Name;Kurzname;Typ;Betr-Zust;Primary location code;UIC;RB;gültig von;gültig bis;Netz-Key;Fpl-rel;Fpl-Gr
RKDT;Karlsruhe Durlacher Tor;Kar Durlacher T;NE-Hp;;;0080;;20090401;;106896;J;N
RKDU;Karlsruhe-Durlach;Karlsr-Durlach;Bf;;DE15387;0080;6;20081214;;140434;J;N
RKDUA;Karlsruhe-Durlach AVG;Kar-Durlach AVG;NE-Bf;;;0080;;20090401;;913051;J;N
RKDUH;Karlsruhe Hubstraße;Ka Hubstraße;NE-Hp;;;0080;;20100501;;107106;J;N
RKDUU;Karlsruhe Untermühlstraße;Ka Untermühlstr;NE-Hp;;;0080;;20100501;;107107;J;N
RKDU1;Karlsruhe-Durlach NL Maschinenpool;BNM Stp Karlsruh;Est;;;0080;6;20050107;;105617;N;N
RKDW;Karlsruhe Weinweg;Kar Weinweg;NE-Hp;;;0080;;20100501;;107074;J;N
RKEF;Karlsruhe Entenfang;Kar Entenfang;NE-Bf;;;0080;;20101212;;106897;J;N
RKEG;Karlsruhe Eggensteiner Straße;Kar Eggenst Str;NE-Hp;;;0080;;20100501;;107073;J;N
RKEH;Karlsruhe Händelstraße;Kar Händelstraße;NE-Hp;;;0080;;20100501;;107068;J;N
RKEP;Karlsruhe Philippstraße;Kar Philippstr;NE-Hp;;;0080;;20100501;;107069;J;N
RKES;Kleinkems;Kleinkems Hp;Hp;;DE15591;0080;6;20111211;;144204;J;N
RKET;Frankenstein Kehretunnel;Kehretunnel;Üst;;DE13267;0080;6;20030101;;911237;N;N
RKEU;Kleinkems Üst;Kleinkems;Üst;;DE15592;0080;6;20131024;;107568;J;N
RKF;Karlsdorf;Karlsdorf;Hp Awanst;;DE15372;0080;6;20081214;;140905;J;N
RKG;Knöringen-Essingen;Knöringen-Essing;Hp;;DE15648;0080;6;20081214;;194233;J;N
RKGS;Heidelberg Königstuhl;Königstuhl;Abzw;;DE14675;0080;6;20030101;;147066;N;N
RKH;Kirchheim (Weinstr);Kirchheim (Wstr);Hp;;DE15537;0080;6;20081214;;193516;J;N
RKHA;Karlsruhe-Hagsfeld;Karlsr-Hagsfeld;Bf;;DE15388;0080;6;20081214;;140715;J;N
RKHE;Karlsruhe Hafen E-Werk;E-Werk Kar Hafen;NE-Anst;;;0080;;20090213;;339986;N;N
RKHF;Karlsruhe Hafen;Karlsruhe Hafen;Bf;;DE15377;0080;6;20090212;;140822;J;N
RKHG;Karlsruhe West DB/KVVH;Ka West DB/KVVH;Gp;;DE15383;0080;6;20101212;;894477;J;J
RKHH;Karlsruhe Hafen Heizkraftwerk West;Ka Heizkraftwerk;NE-Awanst;;;0080;;20091213;;107036;J;N
RKHS;Königschaffhausen;Königschaffhaus.;NE-Bf;;;0080;;20081214;;478032;J;N
RKHV;Karlsruhe Hafen KVVH;Kar Hafen KVVH;NE-Bf;;;0080;;20090301;;894485;N;N
RKIA;Karlsruhe-Knielingen DB/AVG;Knieling DB/AVG;Gp;;DE15390;0080;6;20101212;;692301;J;N
RKID;Karlsruhe-Knielingen Endstation;Knielingen Endst;NE-Bf;;;0080;;20081214;;406223;J;N
RKIE;Karlsruhe-Knielingen Raffinerien Esso;Kar-Kniel Esso;Anst;;DE15392;0080;6;20091213;;140863;N;N
RKIG;Karlsruhe-Rheinbrücke DB/Stadt Karlsruhe;Rheinbr DB/StKA;Gp;;DE15394;0080;6;20101212;;872374;J;J
RKIH;Karlsruhe Herweghstraße;Kar Herweghstr;NE-Hp;;;0080;;20100501;;107072;J;N
RKIN;Karlsruhe-Knielingen;Kar-Knielingen;Bf;;DE15389;0080;6;20081214;;140814;J;N
RKIO;Karlsruhe-Knielingen Raff MIRO I/II;Kar-Kniel OMW;Anst;;DE15391;0080;6;20091213;;140855;N;N
RKIS;Karlsruhe Knielingen Siemens;Ka Kniel Siemens;NE-Hp;;;0080;;20100501;;107071;J;N
RKKA;Karlsruhe Kaiserplatz;Kar Kaiserplatz;Tp;;;0080;;19990101;;;;
RKL;Kehl;Kehl;Bf;;DE15464;0080;6;20081214;;142927;J;N
RKL Z;Kehl ZOB;Kehl ZOB;Bush;;;0080;;19990101;;;;
RKLB;Klosterreichenbach;Klosterreichenb.;vp-Hp;;DE15634;0080;6;20081224;;142703;J;N
RKLN;Brigachtal-Klengen;Klengen;Hp;;DE11705;0080;6;20081214;;145268;J;N
RKLR;Kollmarsreute;Kollmarsreute;Hp;;DE15677;0080;6;20081214;;143321;J;N
RKLS;Klengen Scholz;Scholz;Awanst;;DE15605;0080;6;20081214;;340059;J;N
RKMA;Karlsruhe Marktplatz (Pyramide);Kar Marktpl Pyr;NE-Bf;;;0080;;20090401;;857235;J;N
RKMAA;Karlsruhe Marktplatz Abzw;Kar Marktpl Abzw;NE-Bft;;;0080;;20081214;;105723;J;N
RKMAK;Karlsruhe Marktplatz (Kaiserstraße);Kar Marktpl Kais;NE-Bft;;;0080;;20090401;;105718;J;N
RKME;Karlsruhe Ettlinger Tor;Ka Ettlinger Tor;NE-Hp;;;0080;;20100501;;107067;J;N
RKMG;Karlsruhe-Mühlburg;Kar-Mühlburg;Hp;;DE15393;0080;6;20081214;;140830;J;N
RKMH;Karlsruhe Herrenstraße;Kar Herrenstraße;NE-Hp;;;0080;;20100501;;107064;J;N
RKMK;Karlsruhe Kongresszentrum;Ka Kongresszentr;NE-Hp;;;0080;;20100501;;107078;J;N
RKMS;Karlsruhe Schillerstraße (Kaiserallee);Ka Schiller Kais;NE-Hp;;;0080;;20100501;;107065;J;N
RKMT;Karlsruhe Mühlburger Tor;Kar Mühlburger T;NE-Hp;;;0080;;20091213;;107047;J;N
RKMW;Karlsruhe-Mühlburg West;Ka-Mühlburg West;NE-Hp;;;0080;;20100501;;107066;J;N
RKMY;Karlsruhe Yorckstraße;Ka Yorckstraße;NE-Hp;;;0080;;20100501;;107079;J;N
RKN;Kenzingen;Kenzingen;Bf;;DE15479;0080;6;20081214;;143271;J;N
RKNA;Kollnau;Kollnau;Hp;;DE15678;0080;6;20081214;;143396;J;N
RKNE;Karlsruhe-Neureut;Ka-Neureut;NE-Bf;;;0080;;19990101;;406140;N;N
RKNEB;Karlsruhe-Neureut Bärenweg;Ka-Neureut Bärwg;NE-Hp;;;0080;;20081214;;912690;J;N
RKNEK;Karlsruhe-Neureut Kirchfeld;Ka-Neureut Kirch;NE-Hp;;;0080;;20081214;;912691;J;N
RKO;Konstanz;Konstanz;Bf;;DE15797;0080;6;20081214;;145862;J;N
RKOE;Köndringen;Köndringen;Hp Üst;;DE15774;0080;6;20140501;;143297;J;N
RKOF;Konstanz-Fürstenberg;Ko-Fürstenberg;Hp;;DE15803;0080;6;20081214;;802512;J;N
RKOH;Konstanz Hafen;Konstanz Hafen;Slst;;;0080;;19990101;;;;
RKOHK;Konstanz Hafen (Katamaran);Konstanz Katama;Slst;;;0080;;20050723;;;N;N
RKOP;Konstanz-Petershausen;Ko-Petershausen;Bf;;DE15804;0080;6;20081214;;145847;J;N
RKOR;Kork;Kork;Bf;;DE15815;0080;6;20081214;;142919;J;N
RKOS;Konstanz Bft Schweiz;Konstanz Bt Schw;Tp;;;0080;;19990327;;;;
RKOT;Konstanz-Sternenplatz;Ko-Sternenplatz;Hp;Planung;DE15805;0080;6;20080101;;802504;N;N
RKOW;Konstanz-Wollmatingen;Ko-Wollmatingen;Hp;;DE15806;0080;6;20081214;;392472;J;N
RKPD;Kapellen-Drusweiler;Kapellen-Druswlr;Hp;;DE15362;0080;6;20081214;;249961;J;N
RKPO;Kappelrodeck Ost;Kappelrodeck Ost;NE-Hp;;;0080;;20090401;;912621;J;N
RKPP;Kappelrodeck;Kappelrodeck;NE-Bf;;;0080;;20090401;;401059;J;N
RKPW;Kapsweyer;Kapsweyer;Hp;;DE15367;0080;6;20081214;;194357;J;N
RKQ;Karlsruhe Bedienstandort;Karlsruhe BSO;BSO;Planung;;0080;6;20180301;;110566;N;N
RKR;Karlsruhe Gbf;Karlsruhe Gbf;Bf;;DE15376;0080;6;20081214;;142265;J;N
RKRA;Karlsruhe Rheinbrücke StKA;Kar Rheinbr StKA;NE-Bft;;;0080;;20101212;;106860;J;N
RKRB;Kressbronn Hafen;Kressbronn Hafen;Slst;;;0080;;19990101;;;;
RKRH;Karlsruhe Rheinbrücke;Karlsr Rheinbr;Bf;;DE15380;0080;6;20081214;;140806;J;N
RKRR;Karlsruhe Rheinbrücke Raffinerien;Kar Rheinbr Raff;NE-Bft;;;0080;;20091213;;107037;J;N
RKRS;Krauchenwies;Krauchenwies;NE-Bf;;;0080;;20081214;;146431;J;N
RKRX;Karlsruhe Gbf Stw 2 ESTW;Ka Gbf Stw2 ESTW;BZ;Planung;;0080;6;20110223;;107634;N;N
RKRZ;Kreuzacker;Kreuzacker;Üst;Planung;DE15893;0080;6;20130418;;108766;N;N
RKS;Karlsruhe Hbf DB/Stadt;Kar Hbf DB/Stadt;Gp;;DE21667;0080;6;20151213;;109456;J;N
RKS 1;Karlsruhe Rheinhafen Straßenbahndepot;Straßenbahn;NE-Tpp;;;0080;;20000407;;100231;N;N
RKS 2;Karlsruhe Tullastraße Straßenbahndepot;Straßenbahn;NE-Tpp;;;0080;;20000407;;100232;N;N
RKSE;Karlsruhe Europaplatz Straßenbahnabzweig;Karlsr Europapl;NE-Hp;;;0080;;20090401;;106898;J;N
RKSEK;Karlsruhe Europapl/PostGal (Karlstr);Ka Europapl Karl;NE-Hp;;;0080;;20100501;;107089;J;N
RKSEP;Karlsruhe Europapl/PostGal (Kaiserstr);Ka Europapl Kais;NE-Hp;;;0080;;20100501;;107088;J;N
RKSL;Karlsruhe Lameyplatz;Kar Lameyplatz;NE-Hp;;;0080;;20091213;;106899;J;N
RKSR;Karlsruhe Rheinbergstraße;Kar Rheinbergstr;NE-Hp;;;0080;;20090401;;106900;J;N
RKSS;Karlsruhe Starckstraße;Kar Starckstraße;NE-Hp;;;0080;;20100501;;107070;J;N
RKT;Kraichtal;Kraichtal;Bf;;DE15856;0080;6;20081214;;145615;J;N
RKU;Kuppenheim;Kuppenheim;vp-Bft;;DE15971;0080;6;20101212;;142513;J;N
RKUL;Bad Herrenalb Kullenmühle;Kullenm (H-alb);NE-Hp;;;0080;;20081214;;912637;J;N
RKUW;Karlsruhe Unterwerk;Karlsruhe Unterw;Awanst;;DE15381;0080;6;20081214;;315028;J;N
RKV;Karlsruhe Hbf Bahnhofsvor;Kar.Hbf Bfsvorpl;NE-Hp;;;0080;;20090401;;106901;J;N
RKW;Karlsruhe West;Karlsruhe West;Bf;;DE15382;0080;6;20081214;;140848;J;N
RKWH;Karlsruhe West Holtzmann;Ka West Holtzm;Anst;;DE15384;0080;6;20030101;;339994;N;N
RKWU;Karlsruhe West Hp;Karlsruhe West H;Hp;;DE15385;0080;6;20030101;;140954;N;N
RKZ;Kirchzarten;Kirchzarten;Bf;;DE15548;0080;6;20081214;;143677;J;N
RL;Ludwigshafen (Rhein) Hbf;Ludwigsh(Rh)Hbf;Bf;;DE16533;0080;6;20081214;;190827;J;N
RL  B;Ludwigshafen (Rhein) Hbf Bus;Ludwigshafen Bus;Bush;;;0080;;19990101;;;;
RL  G;Ludwigshafen (Rhein) Gbf;Ludwigsh(Rh)Gbf;Bft;;DE16532;0080;6;20081214;;909033;J;N
RL  K;Ludwigshafen (Rhein) T51/52/53;Lu(Rh) T51/52/53;Bft;;DE16538;0080;6;20081214;;911257;J;N
RL  N;Ludwigshafen (Rhein) Überleitung Nord;Ludwigsh.(Rh)Ü.N;Bft;;DE16539;0080;6;20081214;;909034;J;N
RL  P;Ludwigshafen Berliner Platz;Lu(Rh)Berl Platz;NE-Hp;;;0080;;20040818;;592535;N;N
RL  S;Ludwigshafen (Rhein) Überleitung Süd;Ludwigsh.(Rh)ÜbS;Bft;;DE16540;0080;6;20081214;;909035;J;N
RL  T;Ludwigshafen (Rhein) Hbf tief;Ludwh(R)Hbf tief;Bft;;DE16535;0080;6;20081214;;910725;J;N
RL  V;Ludwigshafen-Glan Vögele;Glan Vögele;Bft;;DE16542;0080;6;20130904;;107532;J;N
RLA;Landau (Pfalz) Hbf;Landau(Pfalz)Hbf;Bf;;DE16006;0080;6;20081214;;194266;J;N
RLAC;Lauchringen West;Lauchringen West;Hp;;DE16107;0080;6;20081214;;850222;J;N
RLAD;Landau (Pfalz) Süd;Landau(Pfalz)Süd;Hp;;DE16008;0080;6;20130904;;107844;J;N
RLAE;Landau (Pfalz) Ebenberg;Ebenberg(Landau);Awanst;;DE16005;0080;6;20030101;;339978;N;N
RLAG;Lauchringen Grenze DB/Wutachtalbahn;Lauchringen DB/W;Gp;;DE16106;0080;6;20081214;;853408;J;J
RLAI;Landau (Pfalz) Industriestammgleis;Ind.Stammgleis;Awanst;a.B.;DE16007;0080;6;20090130;;340133;N;N
RLAN;Langenargen Hafen;Langenargen Hf;Slst;;;0080;;19990101;;;;
RLAS;Lahr Stadt;Lahr Stadt;Bf;a.B.;DE15994;0080;6;20030101;;143206;N;N
RLAU;Lauchringen;Lauchringen;Bf;;DE16105;0080;6;20081214;;144790;J;N
RLAW;Lahr West;Lahr West;NE-Bf;a.B.;;0080;;20090401;;499053;N;N
RLB;Ludwigshafen (Rhein) BASF;Ludwig.(Rh)BASF;Bf;;DE16524;0080;6;20081214;;190793;J;N
RLB G;Ludwigshafen (Rhein) BASF Gbf;Ludwigs BASF Gbf;Bft;;DE16525;0080;6;20081214;;911325;J;N
RLB U;Ludwigshafen (Rhein) BASF Ubf;Ludwigs BASF Ubf;Bft;;DE16530;0080;6;20081214;;911323;J;N
RLB W;Ludwigshafen (Rhein) BASF Werksgrenze;Ludwig BASF Werk;Bft;;DE16531;0080;6;20081214;;911479;J;N
RLBA;Lautenbach (Baden);Lautenb (Baden);Hp;;DE16146;0080;6;20081214;;142992;J;N
RLBAK;Lautenbach (Baden) Kirche;Lautenbach Kirch;Bush;;;0080;;19990101;;;;
RLBB;Langensteinbach St Barbara;Langensteinbach;NE-Hp;;;0080;;20081214;;912622;J;N
RLBD;Langenbrand-Bermersbach;Langenbrand-Berm;vp-Bf;;DE16049;0080;6;20081219;;142604;J;N
RLBM;Ludwigshafen (Rhein) BASF Pbf Mitte;L BASF Pbf Mitte;Bft;;DE16526;0080;6;20101212;;345041;J;N
RLBN;Ludwigshafen (Rhein) BASF Pbf Nord;Ludwig BASF Nord;Bft;;DE16527;0080;6;20141214;;320895;J;N
RLBO;Laufenburg (Baden) Ost;Laufenbg(Bad)Ost;Hp;;DE16128;0080;6;20081214;;144691;J;N
RLBP;Lambrecht (Pfalz);Lambrecht(Pfalz);Bf;;DE15997;0080;6;20081214;;194050;J;N
RLBPK;Lambrecht (Pfalz)       (Kuckucksbähnel);Lambrecht(Pf)  K;Museum;;;0080;;20051022;;;N;N
RLBPP;Lambrecht (Pfalz) Post;Lambrecht Post;Bush;;;0080;;20100904;20201231;;N;N
RLBS;Ludwigshafen (Rhein) BASF Pbf Süd;Ludwigsh BASF S.;Bft;;DE16528;0080;6;20101212;;190801;J;N
RLBSB;Ludwigshafen BASF Süd (Tor 7/Tor 1);Lu BASF S Tor7/1;Bush;;;0080;;20170928;20201231;;N;N
