Abk;Name;Kurzname;Typ;Betr-Zust;Primary location code;UIC;RB;gültig von;gültig bis;Netz-Key;Fpl-rel;Fpl-Gr
EDDPO;Dortmund-Dorstfeld Ost;Dorstfeld Ost;Bft;;DE12376;0080;3;20081214;;908783;J;N
EDDPT;Dortmund-Dorstfeld (tief);Dorstfeld(tief);Bft;;DE12375;0080;3;20081214;;908786;J;N
EDDS;Dortmund-Dorstfeld Süd;Do-Dorstfeld Süd;Hp;;DE12377;0080;3;20081214;;104067;J;N
EDED;Dedinghausen;Dedinghausen;Hp;;DE12102;0080;3;20081214;;103655;J;N
EDEF;Duisburg-Wedau Entenfang;Du-Wedau Entenf;Bft;;DE12626;0080;3;20081214;;102434;J;N
EDEU;Deuten;Deuten;Bf;;DE12173;0080;3;20081214;;102558;J;N
EDEV;Dortmund-Eving;Dortmund-Eving;Bf;;DE12379;0080;3;20081214;;101030;J;N
EDEZ;Deuz (Kr Siegen);Deuz (Kr Siegen);NE-Bf;;;0080;;20090401;;570069;J;N
EDFB;Dortmund Flm;Dortmund Flm;Bf;;DE12342;0080;3;20081214;;105627;J;N
EDFD;Dortmund Dfd;Dfd    /Dortmund;Abzw;;DE12340;0080;3;20081214;;102541;J;N
EDFM;Dortmund-Lütgendortmund Gbf Flm;Flm    /Dortmund;Abzw;;DE12399;0080;3;20081214;;105619;J;N
EDFW;Dortmund-Dorstfeld West;Dorstfeld West;Abzw;;DE12378;0080;3;20081214;;105635;J;N
EDG;Duisburg Hbf;Duisburg Hbf;Bf;;DE12580;0080;3;20091201;;103168;J;N
EDG B;Duisburg Hbf Stw 1;Duisburg Stw 1;Bft;a.B.;DE12583;0080;3;20160426;;908793;N;N
EDG G;Duisburg Hbf Dbm;Duisburg Hbf Dbm;Bft;a.B.;DE12581;0080;3;20160426;;908800;N;N
EDG U;Duisburg Hbf Bus;Duisburg Hbf Bus;Bush;;;0080;;19990101;;;;
EDG W;Duisburg Hbf Dbw (Gl 141);Duisburg Hbf Dbw;Bft;a.B.;DE12582;0080;3;20160426;;908805;N;N
EDGD;Dingden;Dingden;Hp;;DE12235;0080;3;20101212;;102798;J;N
EDGM;Dortmund Germania;Do Germania;Hp;;DE12346;0080;3;20081214;;101139;J;N
EDGQ;Duisburg Bedienstandort;Duisburg BSO;BSO;Planung;;0080;3;20180301;;110500;N;N
EDGR;Duisburg-Großenbaum;Du-Großenbaum;Bf;;DE12601;0080;3;20081214;;103192;J;N
EDGW;Duisburg Betriebszentrale RB West;Duisburg Bz West;BZ N;;;0080;3;20110701;;102235;N;N
EDH;Dortmund-Hörde;Dortmund-Hörde;Bf;;DE12380;0080;3;20130101;;100826;J;N
EDHA;Duisburg Hafen;Duisburg Hafen;Bf;;DE12578;0080;3;20081214;;103218;J;N
EDHB;Duisburg-Hamborn;Duisburg-Hamborn;Bf;;DE12602;0080;3;20091201;;103028;J;N
EDHD;Duisburg-Hochfeld Süd;Du-Hochfeld Süd;Bf;;DE12603;0080;3;20081214;;103283;J;N
EDHDB;Duisburg-Hochfeld Süd Brücke;Du-Hochf.Süd.Brk;Bft;a.B.;DE12606;0080;3;20160426;;908808;N;N
EDHDH;Duisburg-Hochfeld Süd Hafenbahnhof;Du-Hochfeld S Hf;Bft;;DE12607;0080;3;20081214;;908810;J;N
EDHDO;Duisburg-Hochfeld Süd Vorbahnhof;Du-Hochfeld S Vb;Bft;;DE12608;0080;3;20081214;;908812;J;N
EDHF;Dortmund Hardenberghafen;Do Hardenberghaf;NE-Anst;;;0080;;20160808;;100467;N;N
EDHG;Duisburg Hafen DB-Grenze;Du Hafen DB-Gr;Gp;;DE12579;0080;3;20081214;;872465;J;N
EDHK;Dortmund-Huckarde Süd;Do-Huckarde Süd;Bf;;DE12383;0080;3;20081214;;101089;J;N
EDHL;Dahl;Dahl;Hp;;DE12040;0080;3;20081214;;083709;J;N
EDHM;Duisburg Mannesmann;Du Mannesmann;Bf;;DE12588;0080;3;20081214;;103291;J;N
EDHN;Duisburg-Hochfeld Nord;Du-Hochfeld Nord;NE-Bf;;;0080;;20081214;;103259;J;N
EDHP;Duisburg-Hochfeld Süd               (Hp);Du-Hochfeld S Hp;Hp;;DE12604;0080;3;20081214;;103267;J;N
EDHU;Dortmund-Huckarde Nord;Do-Huckarde Nord;Hp;;DE12382;0080;3;20081214;;101097;J;N
EDHZ;Duisburg-Hochfeld Süd Abzw;Du-Hochf S Abzw;Abzw;;DE12605;0080;3;20081214;;104349;J;N
EDIN;Dinslaken;Dinslaken;Bf;;DE12244;0080;3;20091201;;102699;J;N
EDK;Dortmund-Kley;Dortmund-Kley;Hp;;DE12386;0080;3;20081214;;104075;J;N
EDKA;Dortmund-Kruckel Awanst;Do-Kruckel Awan;Awanst;;DE12392;0080;3;20081214;;100891;J;N
EDKD;Dortmund-Kirchderne;Do-Kirchderne;Hp Abzw;;DE12384;0080;3;20081214;;101022;J;N
EDKH;Dortmund-Kirchhörde;Do-Kirchhörde;Hp;;DE12385;0080;3;20081214;;100990;J;N
EDKK;Dortmund Knappschaftskrankenhaus;Do-Knappschaft;Hp;;DE12349;0080;3;20081214;;100529;J;N
EDKL;Dortmund-Kley                      (Üst);Kley     /Üst Do;Üst;;DE12387;0080;3;20081214;;320523;J;N
EDKO;Dortmund-Körne;Dortmund-Körne;Hp;;DE12388;0080;3;20081214;;100578;J;N
EDKR;Dortmund-Kruckel;Dortmund-Kruckel;Hp;;DE12391;0080;3;20081214;;637934;J;N
EDKU;Dortmund-Kurl;Dortmund-Kurl;Bf;;DE12393;0080;3;20081214;;100289;J;N
EDLH;Dortmund-Löttringhausen;Do-Löttringhsn;Hp;;DE12395;0080;3;20081214;;100933;J;N
EDLN;Dortmund-Lütgendortmund Nord;Do-Lütgend Nord;Hp;;DE12400;0080;3;20081214;;100628;J;N
EDLS;Dortmund-Lütgendortmund         (S-Bahn);Do-Lütgendortm H;Hp;;DE12397;0080;3;20081214;;104406;J;N
EDLU;Dortmund-Lütgendortmund Gbf;Do-Lütgendtm Gbf;Bf;;DE12398;0080;3;20081214;;101121;J;N
EDMB;Dortmund Möllerbrücke;Do Möllerbrücke;Hp;;DE12350;0080;3;20081214;;100461;J;N
EDME;Duisburg-Meiderich Süd;Du-Meiderich Süd;Bf;;DE12610;0080;3;20081214;;103184;J;N
EDMF;Dortmund Dortmunderfeld;Dortmunderfeld;Bft;;DE12341;0080;3;20081214;;100867;J;N
EDMG;Dortmund-Mengede;Dortmund-Mengede;Bf;;DE12403;0080;3;20130101;;100347;J;N
EDMO;Duisburg-Meiderich Ost;Du-Meiderich Ost;Hp Abzw;;DE12609;0080;3;20081214;;103929;J;N
EDMR;Dortmund-Marten;Do-Marten;Bf;;DE12401;0080;3;20081214;;100610;J;N
EDMS;Dortmund-Marten Süd;Do-Marten Süd;Hp;;DE12402;0080;3;20081214;;100321;J;N
EDND;Dortmund Nord;Dortmund Nord;NE-Bf;;;0080;;20081214;;434175;J;N
EDO;Dortmund Hbf;Dortmund Hbf;Bf;;DE12348;0080;3;20101001;;100537;J;N
EDO A;Dortmund Autozug;Dortmund Autozug;NE-Tpp;;;0080;;20000414;;103419;N;N
EDO N;Dortmund Nachtzug;Dortmund Nachtz;NE-Tpp;;;0080;;20000414;;103420;N;N
EDO U;Dortmund Hbf Busbf;Dortmund Hbf Bus;Bush;;;0080;;19990101;;;;
EDOA;Dortmund Stadt;Stadt Dortmund;Awanst;a.B.;DE12355;0080;3;20140401;;637793;N;N
EDOB;Dortmund Bbf;Dortmund Bbf;Bf;;DE12333;0080;3;20081214;;103390;J;N
EDOBA;Dortmund Bbf Dba;Dortmund Bbf Dba;Bft;a.B.;DE12335;0080;3;20090805;;908825;N;N
EDOBN;Dortmund Bbf Dbn;Dortmund Bbf Dbn;Bft;a.B.;DE12336;0080;3;20090805;;908834;N;N
EDOBO;Dortmund Ostgruppe;Dortmund Ostgr.;Bft;a.B.;DE12352;0080;3;20090805;;908835;N;N
EDOBW;Dortmund Bbf Dbw;Dortmund Bbf Dbw;Bft;a.B.;DE12337;0080;3;20090805;;908837;N;N
EDOBZ;Dortmund Bbf Abzw Dbw;Abzw Dbw;Bft Abzw;;DE12334;0080;3;20081214;;913316;J;N
EDOE;Dortmund-Obereving;Do-Obereving;Bf;;DE12406;0080;3;20091001;;100313;J;J
EDOEF;Dortmund-Obereving Oef;Do-Obereving Oef;Bft;;DE12408;0080;3;20081214;;908839;J;N
EDOEG;Dortmund-Obereving Gleis 3 a;Do-Oberev Gl 3 a;Bft;a.B.;DE12407;0080;3;20090805;;908840;N;N
EDOF;Dortmund-Westerfilde;Do-Westerfilde;Hp;;DE12416;0080;3;20081214;;104380;J;N
EDOG;Dortmund Gbf;Dortmund Gbf;Bf;;DE12343;0080;3;20081214;;100586;J;N
EDOGO;Dortmund Gbf Ostberg;Do Gbf Ostberg;Bft;;DE12344;0080;3;20030101;;908843;N;N
EDOGW;Dortmund Gbf Westberg;Do Gbf Westberg;Bft;;DE12345;0080;3;20030101;;908844;N;N
EDOH;Dortmund-Huckarde;Do-Huckarde;Hp;;DE12381;0080;3;20081214;;104372;J;N
EDOK;Dortmund Kronprinzenstraße;Do Kronprinzen;Hp;Studie;;0080;3;20180124;20241231;110400;N;N
EDOL;Dortmund-Wischlingen;Do-Wischlingen;Hp;;DE12419;0080;3;20081214;;104364;J;N
EDOM;Duisburg-Obermeiderich;Du-Obermeiderich;Hp;;DE12614;0080;3;20081214;;103135;J;N
EDOO;Dortmund-Nette/Oestrich;Do-Nette/Oestr;Bft;;DE12405;0080;3;20090805;;104398;J;N
EDOP;Dortmund-Oespel;Dortmund-Oespel;Hp;;DE12409;0080;3;20081214;;104083;J;N
EDOQ;Dortmund Bedienstandort;Dortmund BSO;BSO;Planung;;0080;3;20180301;;110504;N;N
EDOS;Dortmund Süd;Dortmund Süd;Bf;;DE12357;0080;3;20081214;;101071;J;N
EDOT;Dortmund Ost;Dortmund Ost;Anst;a.B.;DE12351;0080;3;20030101;;101055;N;N
EDOZ;Dortmund Zinkhütte;Do Zinkhütte;Bf;;DE12362;0080;3;20111211;;318899;J;N
EDRA;Dortmund-Rahm;Do-Rahm;Hp;;DE12410;0080;3;20091001;;100602;J;N
EDRB;Dortmund-Remberg;Dortmund-Remberg;NE-Bf;a.B.;;0080;;20140612;;434001;N;N
EDRH;Duisburg-Ruhrort Hafen;Du-Ruhrort Hafen;Bf;;DE12617;0080;3;20091201;;103143;J;N
EDRHD;Duisburg-Ruhrort Hafen Bez III;Du-Ruhr Hf III;Bft;a.B.;DE12618;0080;3;20160426;;911578;N;N
EDRHT;Duisburg-Ruhrort Hafen Bt;Du-Ruhrort Hf Bt;Bft;;DE12619;0080;3;20080101;;910154;N;N
EDRHU;Duisburg-Ruhrort Hafen Ubf;Duisb-R Haf Ubf;Bft;;DE12620;0080;3;20030101;;336073;N;N
EDRHW;Duisburg-Ruhrort Hafen Wt;Du-Ruhrort Hf Wt;Bft;a.B.;DE12621;0080;3;20080101;;910155;N;N
EDRL;Dorlar (Kr Meschede);Dorlar;Bf;ehemals;DE12311;0080;3;20081223;;100822;N;N
EDRM;Duisburg-Rahm;Duisburg-Rahm;Hp;;DE12615;0080;3;20081214;;104158;J;N
EDRN;Dorsten;Dorsten;Bf;;DE12327;0080;3;20081214;;102533;J;N
EDRNS;Dorsten Süd;Dorsten Süd;Bft;Planung;DE21733;0080;3;20170916;20181208;110314;N;N
EDRNS;Dorsten Süd;Dorsten Süd;Bft;;DE21733;0080;3;20181209;;110314;J;N
EDRS;Drensteinfurt;Drensteinfurt;Hp;;DE12445;0080;3;20081214;;210559;J;N
EDRU;Duisburg-Ruhrort;Duisburg-Ruhrort;Hp;;DE12616;0080;3;20081214;;102939;J;N
EDRZ;Dortmund-Rahm Üst;Do-Rahm Üst;Üst;;DE12411;0080;3;20150801;;909829;J;N
EDSD;Dortmund Stockheide;Dortmund Stockh;NE-Bf;;;0080;;20081214;;434100;J;N
EDSH;Dortmund-Scharnhorst;Do-Scharnhorst;Bf;;DE12412;0080;3;20130101;;100305;J;N
EDSL;Duisburg Schlenk;Du Schlenk;Hp;;DE12590;0080;3;20081214;;103564;J;N
EDSM;Dortmund-Somborn;Do-Somborn;Hp Üst;;DE12415;0080;3;20081214;;104414;J;N
EDSN;Dortmund-Deusen;Deusen    /Dortm;Abzw;;DE12371;0080;3;20081214;;105072;J;N
EDSO;Dortmund-Sölde;Dortmund-Sölde;Hp;;DE12414;0080;3;20081214;;100792;J;N
EDSR;Dortmund-Schüren;Dortmund-Schüren;NE-Bf;a.B.;;0080;;20140612;;434092;N;N
EDST;Dortmund Stadthaus;Do Stadthaus;Bft;;DE12356;0080;3;20090805;;100297;J;N
EDTD;Diestedde;Diestedde;NE-Bf;;;0080;;20081214;;572610;J;N
EDTF;Dreis-Tiefenbach;Dreis-Tiefenbach;NE-Bf;;;0080;;20090401;;570036;J;N
EDTH;Dörenthe;Dörenthe;NE-Anst;;;0080;;20081214;;556373;J;N
EDTM;Detmold;Detmold;Bf;;DE12164;0080;3;20081214;;134601;J;N
EDTMK;Detmold Kronenplatz;Detmold Kronenpl;Bush;;;0080;;19990101;;;;
EDTO;Dreis-Tiefenbach Ost;Dreis-Tiefenb O;NE-Bf;;;0080;;20090401;;570044;J;N
EDTP;Dortmund Tierpark;Do Tierpark;Hp;;DE12358;0080;3;20081214;;100842;J;N
EDTX;Detmold ESTW-R;Detmold ESTW-R;BZ;;;0080;3;20160512;;109849;N;N
EDUB;Duisburg-Barbarasee;Du-Barbarasee;Hp;a.B.;DE12596;0080;3;20160426;;694521;N;N
EDUI;Duisburg-Duissern;Du-Duissern;Abzw;;DE12600;0080;3;20081214;;910550;J;N
EDUL;Dülmen;Dülmen;Bf;;DE12505;0080;3;20081214;;210054;J;N
EDULH;Dülmen (hoch);Dülmen (hoch);Bft;;DE12506;0080;3;20081214;;911330;J;N
EDUS;Duisburg Südhafen;Du Südhafen;Awanst;a.B.;DE12592;0080;3;20120303;;876565;N;N
EDUT;Duisburg Thyssen;Du Thyssen;Awanst;;DE12593;0080;3;20091213;;876573;N;N
EDUV;Dortmund Universität;Do Universität;Hp;;DE12359;0080;3;20081214;;104091;J;N
EDUW;Dülmen West;Dülmen West;Hp;Studie;;0080;3;20180124;20241231;110392;N;N
EDVB;Davensberg;Davensberg;Bf;;DE12097;0080;3;20081214;;215459;J;N
EDW;Dortmund West;Dortmund West;Bft;;DE12361;0080;3;20091213;;105585;J;N
EDWD;Duisburg-Wedau;Duisburg-Wedau;Bf;;DE12623;0080;3;20081214;;103010;J;N
EDWDN;Duisburg-Wedau Bez Nordberg;Du-Wedau Nordbg;Bft;a.B.;DE12624;0080;3;20160426;;908740;N;N
EDWDO;Duisburg-Wedau Ostgruppe;Du-Wedau Ostgr;Bft;;DE12627;0080;3;20081214;;913301;J;N
EDWDP;Duisburg-Wedau Pbf;Du-Wedau Pbf;Bft;;DE12628;0080;3;20081214;;908748;J;N
EDWDS;Duisburg-Wedau Südberg;Du-Wedau Südbg;Bft;;DE12629;0080;3;20081214;;908742;J;N
EDWE;Duisburg West;Duisburg West;Anst;a.B.;DE12594;0080;3;20060113;;103234;N;N
EDWH;Dortmund Signal Iduna Park;Do Signal Iduna;Bf;;DE12354;0080;3;20081214;;100834;J;N
EDWI;Dortmund-Wickede;Dortmund-Wickede;Hp;;DE12417;0080;3;20081214;;100651;J;N
EDWK;Dortmund-Körne West;Do-Körne West;Hp;;DE12390;0080;3;20081214;;105551;J;N
EDWM;Duisburg-Wanheim;Du-Wanheim;Bf;;DE12622;0080;3;20081214;;072900;J;N
EDWS;Dortmund Westerholz;Do Westerholz;NE-Bf;;;0080;;20081214;;434035;J;N
EDWW;Dortmund-Wickede West;Do-Wickede West;Hp;;DE12418;0080;3;20081214;;105577;J;N
EDYK;Geseke Dyckerhoff;Dyckerhoff;Anst;;DE13724;0080;3;20081214;;338202;J;N
EE;Essen Hbf;Essen Hbf;Bf;;DE13038;0080;3;20091201;;101840;J;N
EE  B;Essen Hbf Busbf;Essen Hbf Busbf;Bush;;;0080;;19990101;;;;
EE  O;Essen Hbf Ero;Essen Hbf Ero;Bft;;DE13041;0080;3;20081214;;908784;J;N
EE  R;Essen Hbf Er;Essen Hbf Er;Bft;;DE13040;0080;3;20081214;;910158;J;N
EE  U;Essen Hbf Burggrafenstraße;E Burggrafenstr;Bft;;DE13039;0080;3;20081214;;911143;J;N
EEAL;Essen-Altenessen;Essen-Altenessen;Bf;;DE13049;0080;3;20081214;;101592;J;N
EEBB;Essen-Borbeck;E-Borbeck;Hp;;DE13051;0080;3;20081214;;102442;J;N
EEBE;Essen-Bergeborbeck;E-Bergeborbeck;Bf;;DE13050;0080;3;20081214;;101600;J;N
EEBN;Elben;Elben;NE-Bf;;;0080;;20081214;;569020;J;N
EEBS;Essen-Borbeck Süd;E-Borbeck Süd;Hp;;DE13052;0080;3;20081214;;103952;J;N
EECK;Bochum Eickhoff;Eickhoff;Anst;a.B.;DE11373;0080;3;20060201;;341966;N;N
EEDA;Emsdetten Stadt;Stadt Emsdetten;Awanst;;DE12885;0080;3;20081214;;341974;J;N
EEDL;Essen-Dellwig;Essen-Dellwig;Hp;;DE13053;0080;3;20081214;;102459;J;N
EEDO;Essen-Dellwig Ost;E-Dellwig Ost;Bf;;DE13056;0080;3;20081214;;102475;J;N
EEDT;Emsdetten;Emsdetten;Bf;;DE12883;0080;3;20081214;;210625;J;N
EEDZ;Essen-Dellwig                     (Abzw);E-Dellwig;Abzw;;DE13054;0080;3;20081214;;698696;J;N
EEFD;Eiserfeld (Sieg);Eiserfeld (Sieg);Hp Anst;;DE12805;0080;3;20081214;;082495;J;N
EEFO;Essen-Frohnhausen;Esn-Frohnhausen;Hp;;DE13058;0080;3;20081214;;104174;J;N
EEFR;Essen Streckenwechsel 2244/2280;Strw 2244/2280;Strw;;DE13045;0080;3;20091213;;102467;J;N
EEGE;Essen-Gerschede;Essen-Gerschede;Hp;;DE13059;0080;3;20081214;;101774;J;N
EEHG;Eichhagen;Eichhagen;Hp;;DE12754;0080;3;20081214;;083444;J;N
EEHH;Essen-Holthausen;E-Holthausen;Hp;;DE13060;0080;3;20081214;;102368;J;N
EEHS;Kreuztal-Eichen;Kreuztal-Eichen;Hp;;DE12745;0080;3;20181209;;082537;J;N
EEHS;Eichen (Kr Siegen);Eichen   /Siegen;Hp;;DE12745;0080;3;20081214;20181208;082537;J;N
EEHT;Essen-Horst;Essen-Horst;Hp;;DE13062;0080;3;20081214;;102582;J;N
EEHU;Essen-Hügel;Essen-Hügel;Hp;;DE13063;0080;3;20081214;;102327;J;N
EEIB;Essen-Eiberg;Essen-Eiberg;Bft;;DE13057;0080;3;20081214;;103945;J;N
EEIN;Hagen Streckenwechsel 2811/2823;Strw 2811/2823;Strw;;DE14246;0080;3;20091213;;105080;J;N
EEK;Erndtebrück;Erndtebrück;Bf;;DE12985;0080;3;20090108;;083238;J;N
EEKA;Essen-Katernberg Nord Anst;E-Katernberg N A;Anst;;DE13066;0080;3;20081214;;101519;J;N
EEKB;Essen Zollverein Nord;E Zollverein N;Hp;;DE13048;0080;3;20091213;;101576;J;N
EEKD;Essen-Katernberg Nord;E-Katernberg;Bf;a.B.;DE13065;0080;3;20081105;;637801;N;N
EEKH;Essen-Kupferdreh Hespertalbahn;Hespertalbahn;Awanst;;DE13072;0080;3;20081214;;835272;J;N
EEKL;Essen Nord Krupp;Essen Krupp;Anst;a.B.;DE13043;0080;3;20160426;;339531;N;N
EEKN;Essen-Kray Nord;E-Kray Nord;Bf;;DE13067;0080;3;20081214;;101667;J;N
EEKP;Essen-Karnap;Essen-Karnap;Awanst;;DE13064;0080;3;20081214;;101337;J;N
EEKS;Essen-Kray Süd;E-Kray Süd;Hp;;DE13069;0080;3;20081214;;101832;J;N
EEKU;Essen-Kupferdreh;E-Kupferdreh;Hp;;DE13071;0080;3;20081214;;102277;J;N
EEKUS;Essen-Kupferdreh See;E-Kupferdreh See;Museum;;;0080;;19990101;;;N;N
EEKUV;Essen-Kupferdreh VEH;E-Kupferdreh VEH;Museum;;;0080;;19990101;;;N;N
EEKW;Erndtebrück Eisenwerk 2;Erndtebr Eisenw2;Awanst;;DE12988;0080;3;20081214;;637504;J;N
EEKZ;Essen-Kray Süd Abzw;E-Kray Süd Abzw;Abzw;;DE13070;0080;3;20081214;;101956;J;N
EELB;Ehlenbruch;Ehlenbruch;Hp;;DE12722;0080;3;20081214;;134874;J;N
EELX;Elten ESTW-A;Elten ESTW-A;BZ;Planung;;0080;3;20110301;;107636;N;N
EEM;Emmerich;Emmerich;Bf;;DE12874;0080;3;20081214;;102889;J;N
EEME;Emmerich-Elten;Emmerich-Elten;Hp;Planung;DE21734;0080;3;20171021;;110326;N;N
EEMP;Empel-Rees;Empel-Rees;Bf;;DE12881;0080;3;20081214;;102855;J;N
EEMQ;Münster Ems Bedienstandort;Münster Ems BSO;BSO;Planung;;0080;3;20180301;;110514;N;N
EEMS;Münster Ems;Ems;Bf;;DE17341;0080;3;20081214;;211847;J;N
EENA;Ennepetal-Altenvoerde;Ennepet-Altenv;NE-Bf;;;0080;;20081214;;080374;J;N
EENL;Ennigerloh;Ennigerloh;NE-Bf;;;0080;;20081214;;572529;J;N
EENN;Essen Nord;Essen Nord;Bf;;DE13042;0080;3;20060201;;101709;N;N
EENP;Ennepetal;Ennepetal;Hp;;DE12902;0080;3;20081214;;081349;J;N
EENR;Enniger;Enniger;NE-Bf;;;0080;;20081214;;572495;J;N
EENW;Essen West;Essen West;Bf;;DE13047;0080;3;20081214;;101907;J;N
EEPE;Epe (Westf);Epe (Westf);Bf;;DE12910;0080;3;20081214;;211268;J;N
EEPR;Espeln-Riege;Espeln-Riege;NE-Hp;;;0080;;20081214;;556324;J;N
EERG;Ergste;Ergste;Hp;;DE12962;0080;3;20081214;;080176;J;N
EERH;Ehringhausen (b Halver);Ehringhsn/Halver;Museum;;;0080;;19990101;;;N;N
EERI;Ehringhausen (Kr Lippstadt);Ehringhsn/Lippst;Hp;;DE12736;0080;3;20081214;;103648;J;N
EERU;Essen-Rüttenscheid;E-Rüttenscheid;Bf;a.B.;DE13073;0080;3;20060201;;102145;N;N
EESA;Essen-Stadtwald;Essen-Stadtwald;Bf;;DE13074;0080;3;20081214;;102319;J;N
EESD;Essen Süd;Essen Süd;Hp;;DE13046;0080;3;20081214;;102301;J;N
EESL;Eslohe;Eslohe;Bf;a.B.;DE13028;0080;3;20030101;;082966;N;N
EESO;Essen-Steele Ost;Essen-Steele Ost;Bft;;DE13076;0080;3;20081214;;102087;J;N
EESOB;Essen-Steele Ost Bez Ruhrbrücke;E-Steele O Rbrü;Bft;;DE13078;0080;3;20081214;;908736;J;N
EESOR;Essen-Steele Ost Bez Ruhrau;E-Steele O R-au;Bft;;DE13077;0080;3;20081214;;908738;J;N
EEST;Essen-Steele;Essen-Steele;Bf;;DE13075;0080;3;20081214;;102095;J;N
EETR;Siegen Eintracht Eissieg;Eintracht;NE-Bf;;;0080;;20090401;;437038;J;N
EEUE;Essen-Überruhr;Essen-Überruhr;Hp Abzw;;DE13079;0080;3;20081214;;102251;J;N
EEV;Eversberg;Eversberg;Bf;a.B.;DE13121;0080;3;20070517;;081943;N;N
EEVL;Essen-Vogelheim;Essen-Vogelheim;Bf;;DE13080;0080;3;20091201;;101550;J;N
EEWD;Essen-Werden;Essen-Werden;Bf;;DE13081;0080;3;20081214;;102335;J;N
EEWK;Erndtebrück Eisenwerk 1;Erndtebr Eisenw1;Anst;a.B.;DE12987;0080;3;20160426;;083311;N;N
EEWT;Erwitte;Erwitte;NE-Bf;;;0080;;20081214;;572685;J;N
EEZB;Etzbach;Etzbach;Hp;;DE13098;0080;3;20081214;;197848;J;N
EEZK;Etzbach Krages;Krages;Awanst;;DE13099;0080;3;20081214;;637876;J;N
EFBU;Freusburg Siedlung;Freusbg Siedlung;Hp;;DE13432;0080;3;20081214;;195453;J;N
EFDB;Fredeburg;Fredeburg;Bf;ehemals;DE13370;0080;3;20081223;;100825;N;N
EFDG;Freudenberg (Kr Siegen);Freudenberg/Sieg;Anst;a.B.;DE13423;0080;3;20030101;;083501;N;N
EFEL;Feldhausen;Feldhausen;Hp Bk;;DE13167;0080;3;20081214;20181208;100495;J;N
EFEL;Feldhausen;Feldhausen;Hp;;DE13167;0080;3;20181209;;100495;J;N
EFER;Ferndorf (Kr Siegen);Ferndorf/Siegen;Bf;;DE13179;0080;3;20130101;;083386;J;N
EFEU;Feudingen;Feudingen;Hp;;DE13184;0080;5;20081214;;083196;J;N
EFFD;Friedrichsfeld (Niederrhein);Friedrichsfeld;Hp;;DE13452;0080;3;20111211;;102731;J;N
EFLA;Flandersbach;Flandersbach;Bf;;DE13209;0080;3;20081214;;081711;J;N
EFLS;Friedrichshütte Laasphe;Fr.hütte Laasphe;Hp;a.B.;DE13463;0080;5;20041202;;083170;N;N
EFMK;Hamm Feldmark;Feldmark;Abzw;;DE14521;0080;3;20081214;;105122;J;N
EFOE;Fröndenberg;Fröndenberg;Bf;;DE13490;0080;3;20081214;;082057;J;N
EFOQ;Fröndenberg Bedienstandort;Fröndenberg BSO;BSO;Planung;;0080;3;20180301;;110515;N;N
EFP;Finnentrop;Finnentrop;Bf;;DE13194;0080;3;20130101;;082677;J;N
EFP B;Finnentrop BFS;Finnentrop BFS;Museum;;;0080;;19990101;;;N;N
EFRE;Freienohl;Freienohl;Bf;;DE13393;0080;3;20081214;;081976;J;N
EFRM;Frömern;Frömern;Hp;;DE13488;0080;3;20081214;;080101;J;N
EG;Gelsenkirchen Hbf;Gelsenk Hbf;Bf;;DE13615;0080;3;20091201;;101444;J;N
EGAB;Hamm Gallberg;Gallberg;Abzw;;DE14522;0080;3;20081214;;105148;J;N
EGAR;Garbeck;Garbeck;Hp;;DE13557;0080;3;20081214;;082289;J;N
EGB;Gelsenkirchen Streckenwechsel 2205/2206;Strw 2205/2206;Strw;;DE13620;0080;3;20091213;;909813;J;N
EGBH;Gebhardshain-Steinebach;Gebhardsh-Stein;NE-Bf;;;0080;;20081214;;569038;J;N
EGBK;Gelsenkirchen-Bismarck;Ge-Bismarck;Bf;;DE13622;0080;3;20081214;;100438;J;N
EGBN;Gelsenkirchen-Buer Nord;Ge-Buer Nord;Bf;;DE13623;0080;3;20081214;;100180;J;N
EGBO;Gladbeck Ost;Gladbeck Ost;Hp;;DE13770;0080;3;20081214;;100487;J;N
EGBS;Gelsenkirchen-Buer Süd;Ge-Buer Süd;Hp;;DE13625;0080;3;20081214;;100479;J;N
EGBU;Gelsenkirchen-Buer Nord Hp;Ge-Buer Nord Hp;Hp;;DE13624;0080;3;20081214;;609966;J;N
EGBW;Gladbeck West;Gladbeck West;Bf;;DE13771;0080;3;20081214;;100198;J;N
EGDB;Bork (Westf) Gerätedepot Bundeswehr;Gerätedepot Bdw;Awanst;;DE11496;0080;3;20030101;;338228;N;N
EGDF;Gleidorf;Gleidorf;Bf;ehemals;DE13790;0080;3;20081223;;100827;N;N
EGED;Gerschede;Gerschede;Abzw;;DE13707;0080;3;20081214;;105155;J;N
EGG;Brilon Egger;Egger;Bf;;DE11706;0080;3;20101212;;080424;J;N
EGHE;Gelsenkirchen Streckenwechsel 2172/2230;Strw 2172/2230;Strw;;DE13619;0080;3;20091213;;909848;J;N
EGHN;Gelsenkirchen-Horst Nord;Ge-Horst Nord;Bf;;DE13627;0080;3;20081214;;100503;J;N
EGHS;Gelsenkirchen-Hassel;Ge-Hassel;Hp;;DE13626;0080;3;20081214;;103978;J;N
EGK;Geseke;Geseke;Bf;;DE13722;0080;3;20081214;;103630;J;N
EGLN;Gütersloh Nord;Gütersloh Nord;NE-Bf;;;0080;;20081214;;556225;J;N
